Design Study 1
Scenarios/Iterations:, 143
Parameter Constraint or Goal,Format,Unit,Initial Value,Scenario 1,Scenario 2,Scenario 3,Scenario 4,Scenario 5,Scenario 6,Scenario 7,Scenario 8,Scenario 9,Scenario 10,Scenario 11,Scenario 12,Scenario 13,Scenario 14,Scenario 15,Scenario 16,Scenario 17,Scenario 18,Scenario 19,Scenario 20,Scenario 21,Scenario 22,Scenario 23,Scenario 24,Scenario 25,Scenario 26,Scenario 27,Scenario 28,Scenario 29,Scenario 30,Scenario 31,Scenario 32,Scenario 33,Scenario 34,Scenario 35,Scenario 36,Scenario 37,Scenario 38,Scenario 39,Scenario 40,Scenario 41,Scenario 42,Scenario 43,Scenario 44,Scenario 45,Scenario 46,Scenario 47,Scenario 48,Scenario 49,Scenario 50,Scenario 51,Scenario 52,Scenario 53,Scenario 54,Scenario 55,Scenario 56,Scenario 57,Scenario 58,Scenario 59,Scenario 60,Scenario 61,Scenario 62,Scenario 63,Scenario 64,Scenario 65,Scenario 66,Scenario 67,Scenario 68,Scenario 69,Scenario 70,Scenario 71,Scenario 72,Scenario 73,Scenario 74,Scenario 75,Scenario 76,Scenario 77,Scenario 78,Scenario 79,Scenario 80,Scenario 81,Scenario 82,Scenario 83,Scenario 84,Scenario 85,Scenario 86,Scenario 87,Scenario 88,Scenario 89,Scenario 90,Scenario 91,Scenario 92,Scenario 93,Scenario 94,Scenario 95,Scenario 96,Scenario 97,Scenario 98,Scenario 99,Scenario 100,Scenario 101,Scenario 102,Scenario 103,Scenario 104,Scenario 105,Scenario 106,Scenario 107,Scenario 108,Scenario 109,Scenario 110,Scenario 111,Scenario 112,Scenario 113,Scenario 114,Scenario 115,Scenario 116,Scenario 117,Scenario 118,Scenario 119,Scenario 120,Scenario 121,Scenario 122,Scenario 123,Scenario 124,Scenario 125,Scenario 126,Scenario 127,Scenario 128,Scenario 129,Scenario 130,Scenario 131,Scenario 132,Scenario 133,Scenario 134,Scenario 135,Scenario 136,Scenario 137,Scenario 138,Scenario 139,Scenario 140,Scenario 141,Scenario 142,Scenario 143
Min FS 1,Monitor Only,,3.640e+00,3.834e-01,3.628e-01,4.920e-01,3.304e-01,6.239e-01,2.722e-01,1.494e-01,2.148e-01,2.907e-01,8.702e-02,2.325e-01,3.491e-01,2.545e-01,7.664e-01,1.655e+00,3.355e-01,8.019e-01,3.244e-01,4.816e-01,4.160e-01,1.448e+00,3.407e-01,8.424e-01,1.176e+00,1.401e+00,4.510e-01,1.208e+00,4.020e-01,4.386e-01,3.322e-01,2.030e-01,7.056e-01,Rebuild Error,5.974e-01,2.906e-01,3.251e-01,5.099e-01,5.283e-01,8.100e-01,6.723e-01,3.780e-01,1.687e-01,3.317e-01,9.460e-01,1.850e-01,3.312e+00,2.514e-01,1.251e+00,3.247e-01,1.357e+00,4.015e-01,2.305e-01,4.771e-01,3.627e-01,1.577e-01,3.638e-01,1.061e+00,8.586e-01,2.119e-01,1.243e+00,4.959e-01,5.328e-01,4.012e-01,5.662e-01,3.876e-01,3.194e-01,5.694e-01,7.078e-01,4.298e-01,1.227e+00,9.297e-01,3.750e-01,3.436e-01,4.454e-01,1.876e+00,1.641e-01,5.299e-01,3.847e-01,2.027e-01,5.028e-01,1.485e+00,3.255e-01,1.185e+00,2.184e-01,5.785e-01,3.098e-01,1.767e+00,3.194e-01,4.222e-01,2.618e-01,4.403e-01,3.355e-01,4.117e-01,4.835e-01,3.471e-01,Simulation Eccentric Stiffness (3) fails.,2.551e-01,4.353e-01,2.413e-01,2.295e-01,1.062e+00,3.539e+00,3.383e-01,4.666e-01,8.193e-01,2.072e-01,1.317e+00,4.226e-01,6.871e-01,3.956e-01,3.562e-01,2.629e-01,1.588e+00,4.977e-01,8.497e-01,3.101e-01,2.230e+00,2.120e-01,7.883e-01,3.653e-01,9.762e-01,1.667e+00,8.980e-02,3.224e-01,2.537e-01,3.214e-01,5.079e-01,5.952e-01,3.630e-01,6.126e-01,8.398e-01,1.097e+00,5.556e-01,6.154e-01,9.988e-01,2.358e-01,3.405e-01,1.498e-01,7.782e-01,1.438e+00,1.572e+00,1.563e+00,1.314e+00
Max Stress 1,Monitor Only, N/m^2,2.273e+08,7.173e+08,1.268e+09,1.682e+09,1.392e+09,1.326e+09,1.690e+09,3.079e+09,2.141e+09,1.582e+09,5.286e+09,1.978e+09,1.318e+09,1.808e+09,6.002e+08,2.780e+08,1.371e+09,1.032e+09,2.550e+09,9.551e+08,1.106e+09,3.178e+08,1.350e+09,5.461e+08,3.912e+08,5.904e+08,1.020e+09,3.808e+08,1.144e+09,1.049e+09,8.277e+08,2.266e+09,1.173e+09,Rebuild Error,4.603e+08,1.583e+09,2.545e+09,9.020e+08,1.566e+09,1.021e+09,1.231e+09,1.217e+09,1.631e+09,1.387e+09,4.862e+08,1.487e+09,2.498e+08,1.829e+09,3.678e+08,1.417e+09,2.026e+08,1.146e+09,1.193e+09,9.641e+08,2.281e+09,2.917e+09,1.264e+09,4.336e+08,9.637e+08,1.298e+09,2.212e+08,9.277e+08,1.553e+09,1.147e+09,1.461e+09,1.187e+09,1.440e+09,8.078e+08,1.169e+09,1.925e+09,3.750e+08,2.958e+08,2.206e+09,1.339e+09,1.858e+09,2.451e+08,1.675e+09,1.561e+09,1.196e+09,2.270e+09,9.149e+08,3.097e+08,1.413e+09,3.881e+08,2.106e+09,7.952e+08,1.485e+09,4.683e+08,2.590e+09,1.090e+09,1.757e+09,1.045e+09,1.371e+09,1.117e+09,9.513e+08,1.325e+09,Simulation Eccentric Stiffness (3) fails.,1.803e+09,1.057e+09,1.907e+09,2.005e+09,7.793e+08,2.338e+08,1.360e+09,9.858e+08,5.615e+08,2.220e+09,3.493e+08,1.088e+09,1.204e+09,2.091e+09,1.291e+09,1.750e+09,2.897e+08,1.662e+09,5.414e+08,8.870e+08,2.063e+08,2.170e+09,3.488e+08,1.259e+09,2.817e+08,2.760e+08,5.123e+09,1.427e+09,1.813e+09,1.431e+09,9.056e+08,1.390e+09,7.575e+08,7.509e+08,3.275e+08,4.193e+08,4.949e+08,1.345e+09,4.606e+08,1.951e+09,1.351e+09,3.070e+09,1.063e+09,3.198e+08,2.927e+08,5.294e+08,3.501e+08
Min FS 3,Monitor Only,,2.577e+00,4.562e-01,1.018e+00,1.131e+00,7.987e-01,1.640e+00,6.705e-01,3.617e-01,3.755e-01,7.656e-01,2.348e-01,3.824e-01,1.041e+00,7.110e-01,6.523e-01,2.060e+00,3.138e-01,2.338e+00,9.307e-01,1.487e+00,1.212e+00,1.108e+00,8.475e-01,8.468e-01,1.380e+00,1.340e+00,1.197e+00,1.043e+00,1.115e+00,1.363e+00,9.845e-01,5.410e-01,1.969e+00,Rebuild Error,1.599e+00,7.519e-01,8.991e-01,1.417e+00,1.506e+00,2.408e+00,1.857e+00,1.012e+00,4.724e-01,8.433e-01,7.888e-01,5.038e-01,3.448e+00,7.079e-01,1.080e+00,9.162e-01,1.575e+00,4.486e-01,6.342e-01,7.085e-01,1.051e+00,4.321e-01,6.942e-01,8.913e-01,2.403e+00,6.114e-01,1.497e+00,1.447e+00,1.343e+00,9.833e-01,1.712e+00,1.081e+00,4.988e-01,6.096e-01,2.015e+00,6.362e-01,1.151e+00,8.792e-01,5.052e-01,9.194e-01,1.579e+00,1.495e+00,4.522e-01,9.252e-01,1.103e+00,5.166e-01,1.238e+00,8.918e-01,3.308e-01,1.580e+00,5.598e-01,1.447e+00,8.549e-01,1.941e+00,9.742e-01,1.161e+00,6.538e-01,1.260e+00,9.645e-01,1.146e+00,1.289e+00,1.187e+00,Simulation Eccentric Stiffness (3) fails.,7.371e-01,1.163e+00,6.361e-01,5.707e-01,3.152e+00,3.908e+00,9.169e-01,5.042e-01,4.925e-01,3.973e-01,1.146e+00,1.154e+00,1.931e+00,1.149e+00,7.390e-01,8.125e-01,1.541e+00,1.421e+00,1.192e+00,3.093e-01,1.561e+00,3.891e-01,6.612e-01,9.728e-01,5.783e-01,1.610e+00,2.229e-01,8.859e-01,6.029e-01,1.107e+00,1.353e+00,1.684e+00,5.645e-01,6.361e-01,8.020e-01,7.137e-01,5.367e-01,1.643e+00,1.041e+00,7.147e-01,1.038e+00,3.594e-01,2.107e+00,1.194e+00,1.160e+00,1.330e+00,1.159e+00
Max Stress 3,Monitor Only, N/m^2,3.211e+08,6.029e+08,4.517e+08,7.316e+08,5.759e+08,5.044e+08,6.860e+08,1.272e+09,1.225e+09,6.009e+08,1.959e+09,1.203e+09,4.417e+08,6.470e+08,7.052e+08,2.233e+08,1.466e+09,3.539e+08,8.890e+08,3.094e+08,3.794e+08,4.152e+08,5.428e+08,5.432e+08,3.333e+08,6.176e+08,3.844e+08,4.410e+08,4.124e+08,3.374e+08,2.793e+08,8.503e+08,4.202e+08,Rebuild Error,1.720e+08,6.118e+08,9.202e+08,3.246e+08,5.493e+08,3.436e+08,4.456e+08,4.546e+08,5.821e+08,5.455e+08,5.832e+08,5.458e+08,2.399e+08,6.498e+08,4.259e+08,5.021e+08,1.746e+08,1.025e+09,4.336e+08,6.492e+08,7.873e+08,1.065e+09,6.627e+08,5.161e+08,3.444e+08,4.498e+08,1.837e+08,3.179e+08,6.162e+08,4.678e+08,4.832e+08,4.256e+08,9.221e+08,7.546e+08,4.107e+08,1.300e+09,3.996e+08,3.128e+08,1.638e+09,5.003e+08,5.239e+08,3.078e+08,6.081e+08,8.943e+08,4.171e+08,8.905e+08,3.715e+08,5.158e+08,1.390e+09,2.912e+08,8.217e+08,3.179e+08,5.381e+08,4.262e+08,8.493e+08,3.962e+08,7.035e+08,3.651e+08,4.769e+08,4.013e+08,3.568e+08,3.876e+08,Simulation Eccentric Stiffness (3) fails.,6.241e+08,3.955e+08,7.231e+08,8.060e+08,2.625e+08,2.117e+08,5.017e+08,9.123e+08,9.341e+08,1.158e+09,4.015e+08,3.985e+08,4.285e+08,7.200e+08,6.224e+08,5.662e+08,2.985e+08,5.823e+08,3.858e+08,8.890e+08,2.946e+08,1.182e+09,4.159e+08,4.729e+08,4.755e+08,2.857e+08,2.064e+09,5.192e+08,7.629e+08,4.157e+08,3.399e+08,4.912e+08,4.872e+08,7.231e+08,3.429e+08,6.445e+08,5.124e+08,5.036e+08,4.418e+08,6.436e+08,4.432e+08,1.280e+09,3.926e+08,3.852e+08,3.967e+08,6.219e+08,3.968e+08
Mass,Monitor Only, kg,3.67,2.33,5.02,2.09,5.33,2.96,7.05,4.03,3.89,3.71,4.5,3.45,4.68,4.11,4.53,6.02,5.1,3.35,2.67,5.41,5,3.72,5.98,3.72,7.28,2.66,6.9,4.78,6.05,4.17,2.73,5.26,2.55,Rebuild Error,1.64,5.52,2.1,8.12,2.58,3.39,3.23,6.09,1.51,3.56,5.25,1.49,2.95,4.45,4.47,4.3,2.86,2.48,1.49,4.22,2.22,4.09,5.11,4.33,4.42,1.57,2.15,7.42,3.07,6.76,2.28,4.73,3.52,2.37,3.28,3.04,5.01,1.7,2.44,5.74,2.99,6.17,2,2.81,5.83,6.11,7.07,5.72,2.26,3.39,3.87,10.12,4.53,2.1,2.21,5.39,3.82,5.68,5.87,5.82,7.35,4.24,Simulation Eccentric Stiffness (3) fails.,4.11,6.13,4.85,3.04,2.85,3.25,5.88,2.51,3.28,4.01,5.62,3.78,3.04,2.6,5.1,5.08,5.94,1.83,4.74,0.93,6.1,2.76,1.78,4.87,1.7,5.31,3.95,4.62,4.63,5.83,8.02,3.33,1.03,7.85,1.61,5.54,1.63,3.11,5.07,3.88,5.51,4.16,2.69,3.74,5.31,2.4,5.99
Dropout X Displacement,Monitor Only, m,-4.131e-03,-1.113e-02,1.514e-02,4.884e-02,1.275e-02,2.772e-02,9.120e-03,2.522e-02,4.109e-02,2.231e-02,7.246e-02,2.252e-02,1.516e-02,2.345e-02,-6.886e-03,-2.185e-03,1.362e-02,2.605e-02,6.962e-02,9.375e-03,1.023e-02,-3.377e-03,1.381e-02,-7.713e-03,-5.360e-03,-8.183e-03,1.297e-02,-4.931e-03,2.070e-02,1.355e-02,2.337e-02,3.149e-02,2.818e-02,Rebuild Error,-5.375e-03,1.582e-02,4.335e-02,9.029e-03,4.311e-02,2.590e-02,2.490e-02,1.424e-02,6.138e-02,1.729e-02,-8.281e-03,5.636e-02,-3.973e-03,2.611e-02,-4.828e-03,1.900e-02,-4.529e-03,-1.294e-02,2.684e-02,-5.070e-03,5.884e-02,3.979e-02,1.114e-02,-6.767e-03,1.819e-02,4.842e-02,-5.009e-03,8.979e-03,2.820e-02,9.143e-03,3.141e-02,1.439e-02,-4.253e-03,-7.906e-03,3.169e-02,3.170e-02,-5.570e-03,-8.618e-03,4.541e-02,1.495e-02,3.342e-02,-2.956e-03,6.326e-02,3.039e-02,1.339e-02,2.044e-02,1.215e-02,-4.490e-03,-1.457e-02,-4.014e-03,2.373e-02,5.952e-03,2.155e-02,-1.112e-02,4.680e-02,1.098e-02,2.191e-02,1.251e-02,1.484e-02,1.129e-02,1.208e-02,1.342e-02,Simulation Eccentric Stiffness (3) fails.,2.518e-02,1.850e-02,2.363e-02,3.143e-02,1.521e-02,-5.269e-03,1.411e-02,-8.701e-03,-4.419e-03,-4.505e-03,-4.171e-03,1.415e-02,2.891e-02,5.646e-02,1.426e-02,2.139e-02,-2.914e-03,4.889e-02,-5.947e-03,-3.406e-02,-2.136e-03,3.573e-02,-1.195e-02,1.454e-02,-9.531e-03,-2.736e-03,4.929e-02,1.794e-02,2.578e-02,1.774e-02,7.980e-03,3.202e-02,-2.101e-02,-8.868e-04,-1.035e-02,-4.690e-03,-1.644e-02,3.034e-02,-5.042e-03,2.892e-02,1.370e-02,2.538e-02,2.539e-02,-3.447e-03,-3.601e-03,-1.444e-02,-3.912e-03
Dropout Y Displacement,Monitor Only, m,7.866e-03,2.301e-02,-2.916e-02,-1.050e-01,-3.287e-02,-6.420e-02,-2.622e-02,-7.045e-02,-7.437e-02,-4.120e-02,-1.460e-01,-3.866e-02,-2.535e-02,-4.573e-02,1.187e-02,3.481e-03,-2.307e-02,-4.327e-02,-1.434e-01,-1.574e-02,-2.284e-02,5.396e-03,-3.303e-02,1.333e-02,1.081e-02,1.354e-02,-3.004e-02,9.458e-03,-3.803e-02,-1.963e-02,-3.939e-02,-8.850e-02,-4.904e-02,Rebuild Error,7.565e-03,-3.387e-02,-7.470e-02,-1.825e-02,-8.270e-02,-4.852e-02,-5.040e-02,-3.068e-02,-1.401e-01,-3.371e-02,2.537e-02,-1.135e-01,6.535e-03,-5.021e-02,9.594e-03,-3.877e-02,6.842e-03,2.174e-02,-5.125e-02,1.172e-02,-1.136e-01,-7.891e-02,-2.212e-02,1.194e-02,-3.882e-02,-8.039e-02,7.272e-03,-1.636e-02,-5.206e-02,-3.027e-02,-5.986e-02,-2.818e-02,9.290e-03,1.303e-02,-5.614e-02,-5.991e-02,9.372e-03,1.320e-02,-8.300e-02,-3.134e-02,-6.026e-02,5.841e-03,-1.298e-01,-5.792e-02,-2.512e-02,-5.105e-02,-2.063e-02,9.174e-03,2.500e-02,5.503e-03,-5.123e-02,-1.407e-02,-4.505e-02,1.670e-02,-9.075e-02,-1.926e-02,-3.842e-02,-2.061e-02,-2.718e-02,-1.973e-02,-2.257e-02,-2.424e-02,Simulation Eccentric Stiffness (3) fails.,-4.156e-02,-3.568e-02,-5.155e-02,-5.709e-02,-2.569e-02,8.693e-03,-2.884e-02,1.448e-02,6.373e-03,9.196e-03,8.637e-03,-2.522e-02,-5.940e-02,-1.139e-01,-2.663e-02,-3.529e-02,5.364e-03,-9.482e-02,1.326e-02,5.979e-02,6.206e-03,-6.753e-02,2.386e-02,-3.221e-02,1.361e-02,4.985e-03,-1.299e-01,-3.751e-02,-5.746e-02,-3.700e-02,-1.723e-02,-6.042e-02,2.573e-02,4.119e-03,2.115e-02,1.124e-02,2.809e-02,-6.964e-02,1.077e-02,-4.435e-02,-2.246e-02,-5.302e-02,-4.550e-02,5.300e-03,7.016e-03,2.784e-02,9.717e-03
BB X Displacement,Monitor Only, m,-4.484e-03,-1.188e-02,1.796e-02,5.917e-02,1.555e-02,3.415e-02,1.130e-02,2.984e-02,4.824e-02,2.746e-02,8.405e-02,2.680e-02,1.768e-02,2.768e-02,-6.169e-03,-2.398e-03,1.588e-02,3.050e-02,8.384e-02,1.084e-02,1.235e-02,-3.183e-03,1.688e-02,-7.791e-03,-5.054e-03,-8.166e-03,1.540e-02,-5.450e-03,2.339e-02,1.567e-02,2.723e-02,4.162e-02,3.371e-02,Rebuild Error,-5.321e-03,1.899e-02,5.119e-02,1.077e-02,5.185e-02,3.079e-02,2.989e-02,1.693e-02,7.377e-02,2.092e-02,-9.148e-03,6.730e-02,-4.512e-03,3.127e-02,-5.299e-03,2.234e-02,-4.903e-03,-1.310e-02,3.241e-02,-5.591e-03,6.966e-02,4.650e-02,1.353e-02,-7.422e-03,2.189e-02,5.618e-02,-5.014e-03,1.078e-02,3.248e-02,1.127e-02,3.805e-02,1.723e-02,-4.892e-03,-7.296e-03,3.730e-02,3.815e-02,-5.802e-03,-9.040e-03,5.424e-02,1.795e-02,3.893e-02,-3.140e-03,7.532e-02,3.652e-02,1.583e-02,2.414e-02,1.461e-02,-4.856e-03,-1.605e-02,-3.783e-03,2.884e-02,7.088e-03,2.626e-02,-1.102e-02,5.555e-02,1.287e-02,2.612e-02,1.456e-02,1.801e-02,1.332e-02,1.453e-02,1.587e-02,Simulation Eccentric Stiffness (3) fails.,2.983e-02,2.121e-02,2.814e-02,3.693e-02,1.776e-02,-5.638e-03,1.676e-02,-8.874e-03,-4.502e-03,-4.902e-03,-4.580e-03,1.659e-02,3.387e-02,6.668e-02,1.708e-02,2.523e-02,-3.119e-03,5.968e-02,-6.251e-03,-3.474e-02,-2.666e-03,4.222e-02,-1.300e-02,1.761e-02,-9.362e-03,-2.936e-03,5.933e-02,2.143e-02,3.004e-02,2.095e-02,9.731e-03,3.790e-02,-2.115e-02,-1.301e-03,-1.153e-02,-5.049e-03,-1.777e-02,3.641e-02,-5.400e-03,3.356e-02,1.618e-02,3.033e-02,2.990e-02,-3.474e-03,-3.501e-03,-1.556e-02,-3.583e-03
BB Y Displacement,Monitor Only, m,3.315e-03,1.380e-02,-1.559e-02,-6.124e-02,-2.004e-02,-3.618e-02,-1.748e-02,-4.719e-02,-4.141e-02,-2.016e-02,-8.538e-02,-1.824e-02,-1.222e-02,-2.440e-02,6.897e-03,1.587e-03,-1.039e-02,-2.179e-02,-7.626e-02,-7.012e-03,-1.142e-02,2.732e-03,-1.932e-02,6.520e-03,5.152e-03,7.219e-03,-1.762e-02,5.239e-03,-2.103e-02,-8.600e-03,-1.899e-02,-4.919e-02,-2.563e-02,Rebuild Error,3.613e-03,-1.930e-02,-3.417e-02,-9.887e-03,-4.303e-02,-2.373e-02,-2.692e-02,-1.784e-02,-7.682e-02,-1.787e-02,1.388e-02,-6.278e-02,3.174e-03,-2.684e-02,5.454e-03,-2.043e-02,3.313e-03,1.132e-02,-2.519e-02,6.292e-03,-6.015e-02,-4.053e-02,-1.188e-02,6.572e-03,-2.088e-02,-4.087e-02,3.415e-03,-8.121e-03,-2.692e-02,-2.058e-02,-2.815e-02,-1.497e-02,5.398e-03,6.633e-03,-2.795e-02,-2.964e-02,5.006e-03,6.873e-03,-3.989e-02,-1.661e-02,-2.768e-02,3.292e-03,-7.168e-02,-2.975e-02,-1.289e-02,-3.170e-02,-9.616e-03,5.842e-03,1.355e-02,2.504e-03,-2.916e-02,-9.160e-03,-2.483e-02,8.375e-03,-4.808e-02,-1.055e-02,-1.883e-02,-1.068e-02,-1.386e-02,-1.053e-02,-1.246e-02,-1.133e-02,Simulation Eccentric Stiffness (3) fails.,-2.126e-02,-2.063e-02,-3.037e-02,-2.858e-02,-1.259e-02,4.233e-03,-1.641e-02,7.124e-03,3.468e-03,4.815e-03,4.689e-03,-1.266e-02,-3.196e-02,-6.016e-02,-1.345e-02,-1.686e-02,2.764e-03,-4.623e-02,5.660e-03,3.464e-02,3.300e-03,-3.326e-02,1.399e-02,-1.869e-02,6.370e-03,2.550e-03,-7.872e-02,-2.088e-02,-3.602e-02,-1.443e-02,-9.658e-03,-3.266e-02,9.677e-03,2.159e-03,1.051e-02,6.968e-03,1.497e-02,-4.065e-02,6.139e-03,-2.094e-02,-1.039e-02,-2.956e-02,-2.545e-02,2.796e-03,4.164e-03,1.507e-02,4.805e-03
BB Z Displacement,Monitor Only, m,8.923e-04,2.644e-03,1.169e-03,2.456e-03,7.205e-04,3.487e-03,9.670e-04,7.835e-04,3.163e-03,1.351e-03,1.291e-03,1.582e-03,1.251e-03,9.959e-04,1.835e-03,8.629e-04,1.713e-03,2.044e-03,2.519e-03,1.196e-03,1.589e-03,8.848e-04,1.102e-03,2.036e-03,1.393e-03,2.083e-03,8.634e-04,1.046e-03,1.501e-03,1.607e-03,1.897e-03,1.470e-03,7.932e-03,Rebuild Error,1.030e-03,6.652e-04,6.261e-03,5.672e-04,2.418e-03,2.545e-03,1.354e-03,8.759e-04,5.189e-03,1.708e-03,2.029e-03,4.810e-03,1.611e-03,1.269e-03,1.640e-03,1.730e-03,1.230e-03,1.324e-03,1.970e-03,9.941e-04,3.295e-03,1.642e-03,1.437e-03,1.393e-03,9.456e-04,3.007e-03,8.034e-04,6.954e-04,1.334e-03,8.133e-04,1.598e-03,1.485e-03,1.728e-03,3.473e-03,2.833e-03,2.320e-03,1.071e-03,1.952e-03,6.159e-03,7.916e-04,9.684e-04,9.351e-04,2.457e-03,4.500e-03,7.956e-04,3.053e-03,1.397e-03,1.604e-03,2.999e-03,7.472e-04,1.791e-03,5.164e-04,2.197e-03,1.947e-03,1.049e-03,7.865e-04,1.854e-03,7.806e-04,8.500e-04,6.392e-04,8.551e-04,6.498e-04,Simulation Eccentric Stiffness (3) fails.,8.716e-04,1.204e-03,1.104e-03,2.055e-03,1.943e-03,1.189e-03,8.550e-04,2.726e-03,1.278e-03,1.142e-03,1.155e-03,1.155e-03,1.903e-03,2.890e-03,1.089e-03,2.727e-03,6.872e-04,3.433e-03,1.515e-03,4.437e-03,7.586e-04,7.076e-03,5.653e-03,1.094e-03,1.204e-03,1.106e-03,1.750e-03,9.944e-04,5.080e-03,1.356e-03,7.397e-04,1.744e-03,5.896e-03,1.346e-03,4.087e-03,1.129e-03,2.515e-03,1.793e-03,1.645e-03,1.256e-03,6.838e-04,1.974e-03,3.785e-03,6.497e-04,6.543e-04,2.640e-03,1.009e-03
BBR Y Displacement,Monitor Only, m,-2.775e-03,-1.919e-02,-5.719e-03,-2.392e-02,-7.898e-03,-1.390e-02,-7.290e-03,-2.035e-02,-1.572e-02,-7.091e-03,-3.184e-02,-6.415e-03,-4.270e-03,-8.924e-03,-1.082e-02,-1.234e-03,-3.615e-03,-7.838e-03,-2.746e-02,-2.409e-03,-4.125e-03,-2.895e-03,-7.459e-03,-5.831e-03,-4.314e-03,-7.807e-03,-6.784e-03,-5.803e-03,-7.776e-03,-2.934e-03,-6.695e-03,-1.812e-02,-9.819e-03,Rebuild Error,-3.175e-03,-7.285e-03,-1.223e-02,-3.651e-03,-1.561e-02,-8.442e-03,-9.907e-03,-6.825e-03,-2.865e-02,-6.647e-03,-1.671e-02,-2.365e-02,-3.194e-03,-9.821e-03,-6.552e-03,-7.480e-03,-2.795e-03,-1.112e-02,-8.969e-03,-7.623e-03,-2.191e-02,-1.450e-02,-4.456e-03,-7.596e-03,-7.639e-03,-1.472e-02,-3.205e-03,-2.889e-03,-9.708e-03,-8.593e-03,-9.655e-03,-5.489e-03,-7.743e-03,-8.327e-03,-9.967e-03,-1.063e-02,-5.148e-03,-7.287e-03,-1.421e-02,-6.070e-03,-9.318e-03,-4.253e-03,-2.651e-02,-1.097e-02,-4.618e-03,-1.268e-02,-3.367e-03,-9.622e-03,-1.449e-02,-1.847e-03,-1.112e-02,-3.769e-03,-9.385e-03,-7.809e-03,-1.757e-02,-3.976e-03,-6.700e-03,-3.860e-03,-4.955e-03,-3.869e-03,-4.690e-03,-4.078e-03,Simulation Eccentric Stiffness (3) fails.,-7.591e-03,-7.863e-03,-1.169e-02,-1.019e-02,-4.637e-03,-3.553e-03,-6.225e-03,-8.707e-03,-3.860e-03,-5.033e-03,-5.219e-03,-4.600e-03,-1.161e-02,-2.159e-02,-4.880e-03,-6.022e-03,-2.793e-03,-1.623e-02,-3.959e-03,-4.217e-02,-4.613e-03,-1.235e-02,-1.891e-02,-7.222e-03,-5.125e-03,-2.708e-03,-3.063e-02,-7.791e-03,-1.454e-02,-4.398e-03,-3.673e-03,-1.194e-02,-6.859e-03,-4.056e-03,-1.020e-02,-1.040e-02,-1.463e-02,-1.554e-02,-7.959e-03,-7.206e-03,-3.511e-03,-1.113e-02,-9.789e-03,-3.289e-03,-5.607e-03,-1.681e-02,-6.243e-03
BBL Y Displacement,Monitor Only, m,-2.459e-03,-1.820e-02,-5.361e-03,-2.289e-02,-7.574e-03,-1.285e-02,-6.911e-03,-2.000e-02,-1.464e-02,-6.607e-03,-3.139e-02,-5.302e-03,-3.902e-03,-8.520e-03,-9.953e-03,-9.753e-04,-2.203e-03,-7.127e-03,-2.662e-02,-2.076e-03,-3.693e-03,-2.481e-03,-7.068e-03,-5.045e-03,-3.968e-03,-6.677e-03,-6.439e-03,-5.442e-03,-7.361e-03,-2.523e-03,-6.071e-03,-1.770e-02,-8.330e-03,Rebuild Error,-2.713e-03,-6.993e-03,-9.207e-03,-3.436e-03,-1.474e-02,-7.643e-03,-9.356e-03,-6.504e-03,-2.681e-02,-6.103e-03,-1.617e-02,-2.210e-02,-2.591e-03,-9.372e-03,-5.973e-03,-6.980e-03,-2.360e-03,-1.052e-02,-8.296e-03,-7.229e-03,-2.058e-02,-1.390e-02,-3.810e-03,-7.177e-03,-7.238e-03,-1.364e-02,-2.857e-03,-2.647e-03,-9.133e-03,-8.219e-03,-8.966e-03,-5.083e-03,-6.904e-03,-6.874e-03,-9.166e-03,-8.535e-03,-4.794e-03,-6.490e-03,-1.094e-02,-5.756e-03,-8.891e-03,-3.802e-03,-2.549e-02,-9.327e-03,-4.327e-03,-1.208e-02,-2.968e-03,-9.155e-03,-1.336e-02,-1.510e-03,-1.055e-02,-3.554e-03,-8.732e-03,-6.981e-03,-1.704e-02,-3.683e-03,-5.933e-03,-3.593e-03,-4.656e-03,-3.624e-03,-4.421e-03,-3.789e-03,Simulation Eccentric Stiffness (3) fails.,-7.245e-03,-7.438e-03,-1.121e-02,-9.525e-03,-3.960e-03,-3.216e-03,-5.889e-03,-7.767e-03,-3.323e-03,-4.619e-03,-4.867e-03,-4.163e-03,-1.091e-02,-2.064e-02,-4.339e-03,-5.358e-03,-2.543e-03,-1.502e-02,-3.548e-03,-4.019e-02,-4.367e-03,-1.000e-02,-1.722e-02,-6.797e-03,-4.570e-03,-2.386e-03,-2.992e-02,-7.430e-03,-1.358e-02,-4.027e-03,-3.427e-03,-1.138e-02,-5.005e-03,-3.462e-03,-9.059e-03,-1.004e-02,-1.362e-02,-1.486e-02,-7.400e-03,-6.732e-03,-3.263e-03,-9.951e-03,-8.859e-03,-2.996e-03,-5.291e-03,-1.590e-02,-5.902e-03
